"BehaviorSpace results (NetLogo 7.0.0)","Table version 2.0"
"Wealth Distribution.nlogox"
"experiment_07_12"
"12/07/2025 18:43:02:195 +0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","num-grain-grown","percent-best-land","metabolism-max","max-vision","num-people","grain-growth-interval","life-expectancy-min","life-expectancy-max","[step]","ticks","count turtles","gini-index-reserve / num-people"
"408","5","20","10","12","300","8","30","80","500","500","300","0.2201457873710573"
"407","5","20","10","12","300","7","30","80","500","500","300","0.2315549089286021"
"409","5","20","10","12","300","9","30","80","500","500","300","0.21794936172787227"
"410","5","20","10","12","300","10","30","80","500","500","300","0.22814028493201544"
"411","5","20","10","14","300","1","30","80","500","500","300","0.22854634271489885"
"412","5","20","10","14","300","2","30","80","500","500","300","0.22065068084979605"
"413","5","20","10","14","300","3","30","80","500","500","300","0.23237726479667156"
"414","5","20","10","14","300","4","30","80","500","500","300","0.22473565376791166"
"415","5","20","10","14","300","5","30","80","500","500","300","0.22863263001180756"
"416","5","20","10","14","300","6","30","80","500","500","300","0.2227427400677"
"417","5","20","10","14","300","7","30","80","500","500","300","0.22903652871248653"
"418","5","20","10","14","300","8","30","80","500","500","300","0.2140605343749428"
"419","5","20","10","14","300","9","30","80","500","500","300","0.23083981211532248"
"420","5","20","10","14","300","10","30","80","500","500","300","0.2302638067061145"
"421","5","20","15","4","300","1","30","80","500","500","300","0.26118671359234474"
"423","5","20","15","4","300","3","30","80","500","500","300","0.26906052946829384"
"422","5","20","15","4","300","2","30","80","500","500","300","0.25722408366331595"
"424","5","20","15","4","300","4","30","80","500","500","300","0.2596639909871852"
"425","5","20","15","4","300","5","30","80","500","500","300","0.2566146828990173"
"426","5","20","15","4","300","6","30","80","500","500","300","0.25749381953028416"
"427","5","20","15","4","300","7","30","80","500","500","300","0.25451790234382565"
"428","5","20","15","4","300","8","30","80","500","500","300","0.2534318560069039"
"429","5","20","15","4","300","9","30","80","500","500","300","0.22232299277870357"
"430","5","20","15","4","300","10","30","80","500","500","300","0.25033057954687715"
"431","5","20","15","6","300","1","30","80","500","500","300","0.26215060710476656"
"432","5","20","15","6","300","2","30","80","500","500","300","0.25495084939373963"
"433","5","20","15","6","300","3","30","80","500","500","300","0.25243848300355143"
"434","5","20","15","6","300","4","30","80","500","500","300","0.24902374796514423"
"435","5","20","15","6","300","5","30","80","500","500","300","0.2551573702484555"
"436","5","20","15","6","300","6","30","80","500","500","300","0.22832510098979578"
"437","5","20","15","6","300","7","30","80","500","500","300","0.2552078272604588"
"438","5","20","15","6","300","8","30","80","500","500","300","0.23480536106768188"
"439","5","20","15","6","300","9","30","80","500","500","300","0.22555155204179225"
"440","5","20","15","6","300","10","30","80","500","500","300","0.24784049479166678"
"441","5","20","15","8","300","1","30","80","500","500","300","0.24130701169850421"
"442","5","20","15","8","300","2","30","80","500","500","300","0.24050111450083733"
"443","5","20","15","8","300","3","30","80","500","500","300","0.2508638187788135"
"445","5","20","15","8","300","5","30","80","500","500","300","0.23850345156625072"
"444","5","20","15","8","300","4","30","80","500","500","300","0.26210874025441117"
"446","5","20","15","8","300","6","30","80","500","500","300","0.2580895075513209"
"447","5","20","15","8","300","7","30","80","500","500","300","0.23928809432269627"
"448","5","20","15","8","300","8","30","80","500","500","300","0.2349341420449999"
"449","5","20","15","8","300","9","30","80","500","500","300","0.23749901171379237"
"450","5","20","15","8","300","10","30","80","500","500","300","0.23176059398768564"
"451","5","20","15","10","300","1","30","80","500","500","300","0.21694196142714448"
"452","5","20","15","10","300","2","30","80","500","500","300","0.2413639248184856"
"453","5","20","15","10","300","3","30","80","500","500","300","0.2525893070062478"
"455","5","20","15","10","300","5","30","80","500","500","300","0.23197028675230325"
"454","5","20","15","10","300","4","30","80","500","500","300","0.23763290633505632"
"456","5","20","15","10","300","6","30","80","500","500","300","0.23589138286893716"
"457","5","20","15","10","300","7","30","80","500","500","300","0.2321171832364176"
"458","5","20","15","10","300","8","30","80","500","500","300","0.2359989078200087"
"459","5","20","15","10","300","9","30","80","500","500","300","0.23499113903657165"
"460","5","20","15","10","300","10","30","80","500","500","300","0.2192209087924025"
"461","5","20","15","12","300","1","30","80","500","500","300","0.2431008112378751"
"462","5","20","15","12","300","2","30","80","500","500","300","0.24662837964324869"
"463","5","20","15","12","300","3","30","80","500","500","300","0.24515229486925752"
"464","5","20","15","12","300","4","30","80","500","500","300","0.25336207002645983"
"465","5","20","15","12","300","5","30","80","500","500","300","0.25556027370301426"
"466","5","20","15","12","300","6","30","80","500","500","300","0.23966178027526686"
"467","5","20","15","12","300","7","30","80","500","500","300","0.23081715495940708"
"468","5","20","15","12","300","8","30","80","500","500","300","0.23921453287197234"
"469","5","20","15","12","300","9","30","80","500","500","300","0.21111153623188414"
"470","5","20","15","12","300","10","30","80","500","500","300","0.24125666617740607"
"471","5","20","15","14","300","1","30","80","500","500","300","0.2475152331018846"
"472","5","20","15","14","300","2","30","80","500","500","300","0.24051619406697589"
"473","5","20","15","14","300","3","30","80","500","500","300","0.25041197847508573"
"474","5","20","15","14","300","4","30","80","500","500","300","0.2377891586578994"
"475","5","20","15","14","300","5","30","80","500","500","300","0.2415086615530465"
"476","5","20","15","14","300","6","30","80","500","500","300","0.23349245806277052"
"477","5","20","15","14","300","7","30","80","500","500","300","0.21586143173935288"
"478","5","20","15","14","300","8","30","80","500","500","300","0.22324865231970809"
"479","5","20","15","14","300","9","30","80","500","500","300","0.22641112553488157"
"480","5","20","15","14","300","10","30","80","500","500","300","0.23709836982782734"
